word	MEANP	AOA	IMAG	FAM	CONC	MEANC
VESSEL		400	525	461	571	
STAIN	525	311	533	534	535	
CLUE			375	533	380	444
WHOLE		289	377	592	324	462
MISCONCEPTION	396		292	445	251	380
GNAT			550	440	529	338
JERID			228	136	252	168
GULF		456	491	406	449	
BLUEBELL		303	605	416	621	
CONFUSION		472	437	554	282	
HOSTILITY	564		437	472	277	
AWAIT			293	456		
MOSQUE			461	316	478	361
SURFACE		378	453	573	447	
STRAW		289	568	508	603	436
FOG			606	546	556	485
RECKLESS			395	517		
COMMODE			447	354	482	376
CLEAVER		561	478	357	526	
RETENTION		592	316	399	280	
TENTATIVE			266	442		
TEACHER	600	247	575	599	569	545
SANDY			554	528	499	390
WINE		403	624	570	621	489
DUTY	560		346	543	322	413
HARM		306	362	536	244	
VESTMENT			365	318	404	318
JET			585	583	580	513
SANITARIUM		606	510	298	565	
COW			632	529	621	474
PET		219	589	541	557	582
STEADY			378	606		
HARE		281	577	460	615	407
PEW		431	531	394	554	359
PEP	604		466	445	314	
RESTORE			324	490	275	374
EXCUSE	404	356	310	552	316	357
IDEAL		461	331	521	253	412
BIBLE			594	496	585	489
CHIN	528		608	545	592	
LONG			471	579	381	492
DRILL			571	473	516	370
PRECIPITATE		633	426	429	350	
GOLF		364	616	503	540	
HUMANE			383	508	332	452
PEG			538	462	537	338
PHYSICS			425	483	406	380
MAKER	500	358	379	487	426	
WITH			287	608	268	305
HARP	600		621	430	591	
CASE		311	517	553	548	408
SINGER	664	314	575	548	553	
MUTTON			484	337	538	334
WORSE			339	529	279	390
DELUGE	532		464	308	422	
CHILLY			460	536	379	475
TUNNEL			578	541	555	393
CEDAR		425	516	381	608	
REGISTER		408	483	471	500	
FLUE		561	400	301	500	
CASH			588	592	547	
ARTIFICIAL			386	514	350	428
BETTER			274	633		
GENIUS	550	480	456	476	342	
GLUM			383	354		
SUBTRACTION	552		413	515	336	400
CONSOLATION		519	335	457	270	
MANSION			628	489	579	490
UTTER			370	480	365	421
HATRED	484		417	544	239	
COCK		314	586	434	611	
LIRE			326	261	449	261
CUISINE	632		541	335	497	
CALIX			248	124	320	158
EASEL			532	349	580	405
DINER		444	497	442	515	
FAIR			439	573	413	474
DIME			590	586	582	472
LOON			348	303	481	275
GABARDINE		528	402	277	562	
GRATE			424	431	432	302
WAD		525	370	354	479	
SEW			478	517		
FACTORY	600		608	562	586	
OVERLAP		444	399	472	371	
PASTOR			488	461	567	367
DELEGATION		611	356	412	406	
SECOND		289	371	598	344	397
SORROW		394	429	486	282	
PHRASE			342	521	321	377
WAY			315	567	265	340
WAX		331	547	494	569	392
VEGETABLE	692	269	598	591	602	530
SLOW			377	602	293	425
WALK		206	505	625	452	470
FARMYARD		261	594	443	608	
WAR		314	551	582	477	566
CRITICISM		561	333	518	316	432
PLOT		422	420	515	379	412
ENERGETIC			422	503		
ADVERB			315	473	352	322
RUM			560	552	600	532
TOLL			419	485	424	371
JEALOUSY	488		475	500	250	
RUG		233	591	557	611	423
IGNORE			400	514	320	400
BURGHER			317	133		
COMPLETE			341	605		
SOUTHLAND		558	224	230	373	
OWNER	571		425	564	468	459
HOUND	600		596	433	583	
TYPE		383	395	567	376	438
TELL			350	596	306	465
NEIGHBOURHOOD		403	456	507	429	
HERDSMAN		458	500	356	543	
INFALLIBILITY		639	275	332	225	
OPPOSITION		550	359	483	316	
ORGAN		356	576	510	596	455
GNU			346	226	474	205
DID			329	542	235	294
DIE			499	569	358	574
VIOLET		344	560	461	541	403
AIR	636		450	608	518	497
AIM		344	383	549	324	383
LARCH		406	508	406	623	
THIMBLE			570	397	529	360
VIRTUE	487	511	351	469	243	
MANNER			342	546	297	367
PARTICULAR			274	514		
AID			413	536	372	433
VULGAR			420	507	359	505
DIP		331	456	466	479	
TOURIST			577	536	533	498
PROOF		456	339	546	328	413
CONTROL		411	347	559	311	
DECREE	516	583	341	376	385	
MEAT			618	589	587	506
WINK			501	521	515	362
CHROME		528	491	385	555	
KETTLE		274	594	551	602	450
TOAST			594	571	582	402
GROCER			551	519	576	421
TRAPEZE			552	394	609	405
CAPTIVE	539		518	415	516	
OASIS				341		
FRUIT		219	587	590	612	541
REPUBLIC		556	356	458	376	
REBEL		461	497	448	439	
ARISE			354	409		
BANALITY	312		255	175	292	213
REBEC			224		229	151
INSECURE			373	501		
CONFLICT		497	432	494	305	
MEAN			419	539	313	565
DENIAL		503	364	407	272	
CHEERED			424	479		
DOWRY		556	422	289	409	
THUMB		183	599	601	638	
I			465	628	483	506
TABLESPOON	563	258	600	567	587	
ADMISSION		458	389	482	305	
BROOK		375	597	384	611	
IT			265	625	271	363
ROOF			604	552	586	433
PEEK			446	469	411	362
READING			436	581	377	461
WIRE			564	556	585	378
PANE			410	395	506	346
CAPITAL		380	518	538	448	436
HEXAGON			527	387	559	390
DIMENSION		528	355	483	274	
PROGRAMME		332	458	580	411	
PASSENGER		378	529	543	562	
RECEPTIVE			302	487	323	405
NOODLE			530	499	588	385
LAUNDRY		367	559	502	576	
ADMONISH			302	341	269	292
VERTICAL			478	524	400	314
MADAME			504	414		
TIMID			404	473		
SUMMIT			546	400		
JAM			569	529	563	448
TORMENT		472	386	398	288	
WIND			535	592	552	513
ACRE		411	464	427	462	
INDECISIVE			327	438		
SMACK			601	511	451	481
POMMEL			280	228	323	208
COMPLIMENT		506	406	511	302	445
PALL			271	274	362	231
BOX		192	591	599	597	482
BOY	696		618	606	609	543
PARE			392	335	361	260
NAG			508	492	392	456
PROPER			295	546		
AGGRESS			270	351	271	244
WELL			522	550	467	418
MUDDY			522	541		
LEGISLATION	592		367	466	397	
BACK		225	483	587	540	418
BOW		271	546	489	572	448
CHEST			556	543	580	453
INHIBITION		617	383	476	262	
TREAT			360	534	399	442
ADULTERY		583	494	456	311	
GIRL	512	183	634	645	607	587
ALLEGE			281	279		
ALTER			413	503	430	447
HARSH			379	509	359	407
SUEDE			550	531	578	393
PURL			310	166	313	195
PRODUCTIVE			350	523	309	418
FROWN			589	502	454	455
PALE			532	499	385	423
CONSCIOUS			354	571		
APPRECIATE			300	552		
BEHIND			371	603		
CENT		433	518	473	544	434
CUSTOM	533		364	538	323	438
RHINOCEROS				400		
SERVANT		406	508	437	515	
SUCH			219	521	248	210
GIRAFFE				381		
COSTUME	619	392	538	456	544	
ASHAMED			397	516	325	431
EVACUATION		550	405	378	320	
STUPID			381	550	351	487
CABBAGE			573	504	611	397
TROUT		394	617	479	617	430
FIFTEEN		289	491	539	379	
FISH			615	548	597	473
FIELDER		458	472	365	509	
WHITE			566	590	472	464
SHOWN			273	519	315	288
HARD			460	595	425	497
SHIELD		350	556	464	576	
GROVE		483	470	374	538	
DISAVOW			262	344	282	292
SAFE			474	531	376	474
PROSPER			392	503	356	419
DEFIANT			407	419		
CRYSTAL			579	510	587	373
IMPUDENT			334	374		
MANICURE		536	451	382	449	
WATT		578	370	436	350	
COMET			521	426		
PIANO	640	253	630	545	615	487
DISHONESTY		431	362	475	255	
COMES			283	636		
COWARDICE			344	431	263	379
PROFITEER		636	297	333	417	
INEXPERIENCE		536	305	473	247	
PREDICT			372	515	288	400
SADDLE		344	578	436	603	
DOMINATION		558	421	417	275	
TREATY		536	321	372	361	
QUICKNESS		392	372	478	288	
BIAS				399		
CONFISCATE			393	456	323	407
FOOTWEAR			583	464	567	
SUGGESTION		461	345	567	333	
EMERALD			602	457	613	428
RESPECT		433	343	571	280	
ALTERNATIVE			268	518		
ATTENTIVE			352	479		
LODGE		456	464	429	538	
ISLE			520	471	530	395
PASSIONATE			495	507		
FLY			582	537	525	460
DEFACE			425	490	397	440
INFANT			600	513	579	
HECTIC			390	387		
CONSPIRATOR		556	386	364	464	
FLASK	628		614	401	595	
FAULT	480		323	541	315	372
LIQUOR			576	579	630	538
FLASH		314	528	509	480	469
PEACE			446	571	309	503
KNUCKLE		356	520	491	586	337
SPANK			522	536	479	450
ASPARAGUS			590	534	608	442
HOARSE			403	451	382	321
ASSORTMENT		408	367	492	355	
FONT		547	497	338	568	
AVENUE	609	372	564	529	539	
FIND		272	370	580	351	384
AFFECTION	636	467	484	513	280	
JUBILANT			470	428	345	481
SALARY	508	558	452	527	456	
HONEY		286	608	533	611	497
MARTIAL			412	460	338	318
COLOR			513	582	467	534
WHISPER		256	567	550	490	
SPELL		292	429	525	376	
DYNAMIC			387	489		
POETRY	624	386	486	512	425	
HEARTLESS			373	529	304	474
RESEARCH	692		445	546	366	489
DICE				487		
REFORMATION		603	280	349	248	
IMPEDIMENT		619	348	364	358	
ADDER		356	583	361	615	
RATIONAL			298	458		
TROUBLE	508	322	395	590	310	475
VAPOUR	576	533	493	455	499	
BUBBLE		272	604	508	563	415
MAN			567	623	618	607
KINGDOM			494	513	392	472
SHEER			440	468	397	410
SQUARE	544	250	610	576	516	519
SHEET		251	594	616	608	
JUST			221	540	257	281
HESITATE			354	545		
PERSISTENT			344	524		
ARRANGEMENT		489	316	525	308	
TRY		229	318	636	260	
THOUGHTFUL			390	553	313	474
PLACE		269	377	612	427	456
PLEASING			368	551		
OCCASION	500		305	566	346	
SALUTATION	524		456	331	454	
OLD			478	616	349	568
MIST		367	637	499	497	
MISS			447	586	372	452
ORDINARY			271	584		
USUAL		353	235	604	235	
NATURAL			376	594		
LAIR			454	365	475	330
MANOR		419	508	424	523	361
DISCORD		611	343	381	298	376
WEAK			414	562	351	466
FORFEIT		533	310	380	295	
ENGAGEMENT	576		474	535	362	
AS			224	586	158	238
GRADUATE		592	516	520	455	
QUART			545	568	504	431
LAID			493	507	350	427
TENURE			286	304	345	289
LAIN			328	342	331	249
TURPENTINE			587	483	604	368
APE			616	547	654	538
ALGAE		631	424	317	545	
INDEPENDENCE		522	440	543	242	
CREATURE	550	353	492	508	541	
EMBELLISHMENT		633	275	317	371	
HALE			376	370	331	267
DUMP		333	528	504	502	433
SATIRE	564		370	477	287	
JADE		572	459	359	570	
PUCK		572	370	281	472	
CARP			539	439	613	372
BRIGHT			489	589	473	432
PERMANENT			390	526	336	447
DUMB			397	564	340	527
SARCASTIC			419	516		
SOB			483	516	425	490
PIANIST	596		608	473	565	
BORNE			346	380	324	272
DISPLAY		400	453	567	462	
STROP		647	208	236	364	
TIGER			606	513	611	433
DEPICT			316	441	262	372
BURLAP			488	412	583	352
CANOE		394	602	441	623	
INTERMISSION		522	402	386	333	
JEOPARDY	348		344	352	266	
ABANDONMENT		544	348	359	272	
COMMUNITY		522	416	499	388	
ESSENTIAL			268	546		
ALLIGATOR			627	442	624	425
RISE			451	546	368	473
MASTER	528		495	495	498	
RELIGION			434	565	375	534
SNEER		467	494	398	371	
BROCADE		592	416	298	540	
ACCOUNT			361	523	365	392
ASTRONOMY		489	483	391	419	
ODE			344	360	381	338
ORIGIN	532	492	306	537	319	
BUILDING	548	300	578	607	589	503
ENTRANCE		372	493	555	484	467
GRAMMAR			392	531	402	462
GEOGRAPHICAL			400	501	355	421
BOAST		378	416	491	295	
ELM		367	550	456	579	392
SERIES	536	461	398	525	373	
ASSIST			368	516	342	425
RETAILER	676		445	429	521	
TUSK			538	433	580	338
RABBI			557	515	572	430
PROUD			434	570	327	446
CONSTRUCTION		517	410	466	464	
DRAB			340	443	281	397
RESPONSIVE			347	515	306	407
EMOTIONAL			453	566		
ABOMINABLE			387	358		
PASSAGE		356	525	525	558	
CHIC			437	440	454	397
KNIFE			633	573	612	466
SEWER			538	489	564	374
COWBOY				521		
INVADER		439	419	402	485	
DERIVATION		611	267	434	242	
TRICK		308	459	531	391	
SYMPATHY		464	402	501	278	
FAVOURITE		303	378	594	313	
ACADEMY			504	509	499	421
IDLENESS		503	332	414	242	
PROPORTION		511	329	529	305	
EMPIRE			470	479	429	397
SHOULD			295	565	249	374
SPERM		597	548	395	578	
FLEXIBILITY	560		395	455	353	425
SUNSET	696		633	539	525	447
LAUGH			528	594	433	528
WEST		342	426	563	355	417
PROPELLER			599	491	593	395
PUPPET				382		
DECORATED			439	491		
MOUSER			329	208	347	261
BANANA			644	576	633	449
EXTREME		458	332	557	265	
COFFEE		292	618	625	613	440
SEER		611	309	253	370	290
ONION		286	617	550	632	452
EFFICIENT			334	503		
THEY			312	607	316	336
MOLECULE	668		470	464	453	411
RESISTANCE		503	416	540	358	
REMOVAL		406	391	498	346	
FOLLOWING		394	349	551	306	408
DOORWAY		353	548	532	578	
SEED			542	514	611	467
PSALM			427	418	409	348
COFFER		603	302	279	534	
ASPECT		547	233	482	217	
VISE			432	368	402	295
SEEN			351	576	336	360
SEEM			249	549	226	325
ARGUE			412	564		
SEEK			335	506	375	412
ZEALOUS			337	317		
YOUR			289	581	256	380
ARRIVAL		394	419	548	328	
TURMOIL			429	431		
ENTERING			390	540		
CONSTITUTION		611	395	466	367	433
CAUGHT			401	550	340	444
WHEN			231	609	219	305
THIEF	650	322	529	529	519	480
SLOPE			578	563	513	475
CONTRADICTORY			285	493		
BANDAGE			554	546	639	482
RUNG		414	480	423	532	
THINK			384	612	346	500
CYLIX			204	117	335	156
SENSIBLE			334	507		
AVIATOR		575	445	272	492	
HOWL		269	536	447	434	
GARRET	412		429	176	538	
FIRM			404	567	400	465
COPPER		428	548	491	547	350
GIANT		256	562	469	515	
FIRE			634	580	595	533
HONOUR	508	439	363	523	258	
THERE			283	603	216	277
LYNX		511	461	301	568	293
ICE		261	635	564	621	
BLUNDER			432	475	322	408
AUDITION			395	479	370	397
REMEDY		492	370	480	368	
AFRAID			451	575	336	507
PENITENT			334	264		
TYRANT		492	494	387	467	
ARTIFICE		637	240	252	388	
IMPOSSIBLE		358	302	565	198	
BELLY			576	486	630	440
BISHOP			524	467	587	437
HISTORY	691	369	405	564	328	
OPPONENT			408	495	440	432
BRAT			536	507	501	469
FAZE			295	323	308	295
KNIGHT			608	505	579	438
BUCKLE			587	474	568	366
STATE			511	560	440	466
SYSTEM		461	340	588	356	
COMBINE			359	493	402	364
HUMMING			453	509		
FOREHEAD	508		596	521	590	
PROFIT			497	552	364	468
PRIEST	688	411	568	484	561	485
SEVER			439	429	404	398
MECHANIC		433	530	467	580	
CHILD			619	585	581	584
ROLLING			434	514		
MENACE	504		398	425	377	
SCROLL		458	572	350	593	
REPLETE			285	266	304	265
GROWN			292	552	356	388
CLEVER		333	378	515	313	402
PRIM			361	366		
KNOWLEDGE	636	477	348	575	278	508
POPE			576	489	593	436
WRECK		369	595	516	505	488
SAGA		506	345	388	366	
STEEPLE		361	559	405	561	370
HURRICANE			608	471	576	493
BRUTE	608		481	430	462	422
GAIT			377	369	381	328
ORIGINALITY		500	335	488	257	
FAIL			380	568	327	440
NAIVE			354	460		
RANCID			364	309	342	398
GAIN		389	307	543	346	390
SUPPER		250	590	593	563	530
FASTER			362	580	344	442
VOICE		275	489	596	485	
SIN		400	441	501	273	415
VERITY		611	240	295	270	
ABODE	664	553	458	334	498	419
PROSPERITY	544	567	436	477	301	
TALUK			230		257	178
WOMAN	640	258	626	623	580	583
FORCE		372	437	552	331	
TAR			550	491	597	346
PREPOSITION			317	419	353	357
HOSTAGE	640		536	448	526	438
BADGE			519	473	561	410
HUMP		369	515	439	507	433
TAX		469	446	523	445	398
GRAZE			470	453	409	370
MERIT		444	380	475	308	
GROW			371	562	409	505
BANDIT	692		562	388	547	
SIMPLE			344	604	306	460
REAPER			462	401	455	338
GRAPHITE		586	443	335	562	
RIBBON		286	563	480	600	
CLAMMY			466	459	393	415
PASTURE		386	562	414	562	
ANIMOSITY	519		388	324	253	
MEDAL			529	494	571	420
SPOOL			552	499	565	347
BODY	561	267	614	610	568	543
RATING	512		310	478	309	
RYE		500	459	388	600	
JIB				245		
DISTRESS		422	443	494	282	
FIGURE			526	534	472	513
RUNNER			546	531		
SCAVENGER			501	474	486	423
TROUPE			404	363	479	338
WEEK			481	577	383	446
CAULIFLOWER			567	462	642	390
GIG		564	437	425	525	
TIGHT			495	555	425	457
LION		244	626	511	627	498
STOPPED			397	607		
CONSIDERATION		494	318	500	260	
GIN			555	521	639	525
LADDER				507		
SIMILAR			324	554		
PRONG		439	499	409	530	
SUBSTITUTE	448	464	360	505	400	
REPLACEMENT	540		333	520	368	416
PACT	512	531	364	361	372	
BIOLOGY			441	526	400	469
ABRIDGEMENT		644	240	303	285	
SAGACITY			232	172	211	226
HOUSE	683		606	600	608	506
JOURNAL	588	447	509	486	563	423
EXPRESS		467	456	530	402	
UNCLEAN			424	403		
INSTANCE	404	471	250	501	284	
ASSAULT	556		481	470	410	
RENOWN			334	383		
COLLEGE			590	620	554	
BOOTH		508	486	444	556	408
AVOWAL		642	208	215	240	
IN			334	616	278	413
HAND			598	601	604	487
RICE			506	548	608	458
MONSOON		508	498	336	508	345
LOOP			492	494	490	397
CONCERN		444	353	519	509	
CHESTNUT			602	523	600	408
GREAT			390	588	311	487
INNOCENCE		478	383	522	247	
JURY	688		580	498	540	
INCLEMENCY	432		344	172	298	
SHADOWY			443	462		
GUN		228	613	519	612	505
RESENTMENT		539	352	440	252	
MISCHIEVOUS			455	475	292	434
LECTURE	572	536	564	624	451	
SAD			419	589	360	500
SHADOW	528	311	565	536	457	
STUMBLE			485	536	433	498
SPIRIT	572	389	450	518	296	
MARKET		328	583	518	551	
TEMPERATURE			460	547	472	415
ACCELERATION		536	486	499	358	
HUE		544	399	404	388	402
CAFE			625	531	568	479
TANK	648		563	511	581	402
PLIABLE			364	411	377	335
TANG			518	436	478	356
RHEUMATISM	648		458	371	489	
PENNY		186	609	613	606	470
CONTRACT	632		457	509	467	410
EXPANSE		547	497	433	388	
HUT			560	486	589	415
UGLY			491	562	377	490
NURSERY			542	461	528	422
VEAL			519	465	528	385
SMART			396	602	304	515
TRUNK		328	529	485	596	
POSITION	624	375	346	559	351	
REFLEX	588		476	515	402	
SUBALTERN		675	267	224	417	
SHINING			480	558		
LOAD			461	562	439	452
ABDICATION	472		326	284	275	277
LAZY			464	559	354	439
SOD			467	433	569	382
BABE		303	562	370	562	
GIST	333		262	322	273	253
COMPOSURE			361	458	324	382
CAPABLE			315	554		
GENERATION		489	362	520	320	
MAINLY			237	583		
LOAN		428	430	535	372	395
BLADE		344	568	517	584	423
DRIVER		283	567	593	553	
SISTER			613	588	575	547
POSSIBLE			249	595		
INTERIOR		481	424	456	434	
STARTLE			410	450		
PROTECTION		461	410	519	308	
JIBE			314	215	337	251
BALE			473	386	462	278
VEHICLE			593	534	558	
BABY			608	597	589	573
DESTROY			444	551	367	516
PEBBLE			546	477		
SPINACH			606	452	589	384
SHRIEK	692	406	515	458	481	453
ADDITIONAL			303	489		
WAGE		428	466	539	451	479
ANNOUNCEMENT		464	381	519	368	
WRAP			482	549	457	420
SAID			313	600	306	397
LOAFER			456	479	417	423
PORTION		411	399	507	384	
SAIL			597	504	567	428
DELIVER			388	529	393	395
WITHOUT			302	577	267	330
ABRUPT			362	486	266	439
TUN			235	141	211	183
WENCH	508		520	321	542	
TOIL			393	468	386	405
CORSE		622	183	220	360	
BRASS		414	524	469	577	377
MORE			264	612	284	351
FRIENDSHIP		383	535	567	335	
SHE			474	599	406	487
EVANGELIST	528	631	456	318	500	
DIM			450	495	402	367
RAMP			527	504	538	344
PHILOSOPHY		622	348	491	257	438
COULOMB			257	176	317	222
REVOLVER			629	486	592	
MOONLIGHT		378	613	467	456	
PEARL			590	508	597	392
STATION		300	554	548	572	485
EXPLORATION		423	451	467	356	
BEND			460	510		
RABBIT		206	611	523	635	433
WHAT			249	608	293	389
CHARLATAN	319		350	201	407	308
RED			585	607	501	445
ENGINEER		449	495	514	531	430
WITTY			380	470		
KERCHIEF	648		515	439	583	
CLAM			541	486	564	392
CAPACITY	544		373	512	293	
WEEPING			499	483		
ELEGANT			408	484	309	442
ALPHABET		244	499	493	449	
RECEIPT		517	432	498	474	
BEREAVEMENT	575		409	249	298	
HAIRPIN	600		569	441	584	389
FEEL			363	588	324	502
INTERIM	408		261	309	310	
DEPENDABLE			352	531		
COMMITTEE	595	517	481	532	498	
CLAY		358	575	455	606	
KNOWN			310	545	226	353
CLAW	667		600	445	587	
RECKONING		525	283	428	237	
SPECIMEN			417	512	481	405
FRIEND	640		587	603	450	538
LEFT			383	592	341	315
IMPETUS		644	272	353	278	
SCAB			573	524	559	424
RIDGE		433	543	430	547	
TRIBE			515	503	504	412
JUSTICE	660	500	379	522	307	460
FLARE			509	508	467	389
BALLOON			583	520	623	394
STOOL		203	584	531	592	374
ORDERLY			419	503	388	451
HASTE		434	416	409	303	
STRIPE		308	562	457	550	
FULLNESS		453	364	446	278	
GRANNY			546	471		
GINGERBREAD		300	572	427	623	
NERVOUS			465	572	338	490
CRIME	684	383	471	537	387	482
SEMICIRCLE		453	526	427	444	
FEET			597	611	642	463
DILIGENT			402	420		
ADVANTAGE	448		292	562	282	
AIL			391	370	385	302
SHELTER			488	509		
MEASLES			582	487	568	398
SHOPPER			519	528	497	423
ADVENTURER		406	497	402	462	
URCHIN		469	529	332	568	
WALNUT			590	538	642	468
WRONG		244	344	600	303	
FLYER		406	478	433	467	
EMBRACE		492	597	433	449	
FISHING			599	532	509	415
NOEL			463	409	363	360
MISERY	584	450	444	494	297	497
DISAPPOINT			351	537	331	421
ROUGH			491	557	452	489
DULLNESS		397	383	436	308	
ENSEMBLE	480	578	419	366	466	
FEW			333	593	309	416
CHARITY		433	445	518	373	
PHANTOM	500		499	387	364	423
EXCEPTION		472	232	512	260	
NOVEL		475	547	530	529	476
OYSTER			521	453	573	366
INACCURATE			290	497		
STAND			471	564	450	417
CAR	638	197	638	634	622	553
KEROSENE	604		548	418	597	364
LAWFUL			307	500		
HUNTER		342	564	428	535	
CAT	676		617	582	615	487
DORMITORY		466	575	369	576	
SINGING			471	507		
STEP		267	483	578	508	413
HARPSICHORD		511	537	301	623	
STEW		283	587	522	603	465
INCAPABLE			337	485	317	424
POND		239	599	506	623	
DATE		314	501	613	514	502
BOURBON			606	531	570	465
FORECAST			435	524	308	444
KINDNESS	484	328	438	560	261	
INANIMATE			348	411	338	400
OUTSIDER	456		518	468	468	
GLASS			585	611	635	494
IMPARTIAL			305	451	309	400
PELT	676	439	517	371	526	346
NUDE				556		
DRINK		211	553	628	549	488
RUSTY			553	503	506	423
PHIAL		653	394	273	545	
CHOP		317	575	487	555	
COAL		278	581	513	584	377
AMOUNT	584	392	316	583	335	
RECREANT		656	167	179	333	
BLOOD	656	253	620	571	613	467
STONE			585	564	614	502
CHOW		561	326	298	443	
INCH			497	583	451	444
DYE		392	506	490	542	411
WONDER		339	402	530	305	
BLOOM	512	403	524	426	520	
EXPOSE			346	446		
GRIP		325	540	523	490	
MEANT			282	499	226	303
CLINCH			423	474	369	381
RAID		391	476	487	407	420
RELATIVITY				372		
CABLE			469	492	544	368
SLIGHT			317	512		
UNDERTAKING		519	278	430	300	
RANCH		403	519	379	561	
RAIL			556	505	540	385
RAIN		211	618	604	600	475
DOCK		367	559	483	570	
OTHER			265	581	275	307
CATFISH		411	544	416	614	356
SMOKE		228	615	596	541	534
SUPPLICATION	404		326	236	324	
FLEA			606	515	625	393
FLEE			431	486	400	376
DULL			373	570		
GLAD			445	564	318	516
ADORN			370	441	339	355
TRAINER			482	458		
NOBLE			383	410		
PRODUCT	512		435	562	516	
DANDELION			579	513	558	422
ECCENTRIC			380	422		
BOTHER		322	369	583	267	
XYLOPHONE				250		
MAP			587	545	565	460
SLIME		408	558	426	545	384
INSURANCE		508	365	484	315	
BLASPHEMY	519		355	327	324	
RUNNING			490	571	444	473
PRODUCE		431	396	534	432	418
BANKER	656	392	565	524	547	427
REMEX			222		246	188
FORMALDEHYDE			460	363	538	308
PEON			455	365	440	390
CREAM			557	514	621	470
POINT			481	538	464	376
GREENNESS		375	540	369	376	
AXIL			389	323	467	289
FORTUNE	600	375	459	497	364	
KALE		575	391	256	558	
COWL		592	337	240	456	273
TOAD			591	516	568	415
LINT			513	479	537	310
LIKEABLE			383	542		
CRUSH		339	480	480	381	
RAMROD			418	253	509	287
LINK	520		481	474	488	
FROCK			403	323	481	275
LINE		275	491	591	477	463
FORTH			336	474	322	295
LORRY			383	198	420	236
PLUG		242	583	575	558	
EUPHEMISM				195		
WEEP		356	523	455	439	476
SOP		536	294	259	373	
CASEMENT	525		468	231	545	
CHILDISH			417	539		
LONE			457	464	325	377
QUESTIONABLE			329	485		
FRATERNITY			508	510	429	407
MINARET				168		
EVERY			267	597	264	390
HOCKEY			593	514	535	394
SHORTAGE		414	405	554	353	
SPREE	579	531	425	410	333	
IRRESISTIBLE			441	554		
OPPORTUNITY	408	475	335	567	306	
INSTITUTION		553	449	492	442	520
EXHAUSTION	608		505	520	358	
BUNCH		317	486	503	452	448
EMPORIUM	404		336	179	474	
ALBATROSS		528	583	309	621	
SLICE		292	507	540	443	438
SOW			479	428	504	367
PLATE			527	556	595	460
AYE			255	333	233	210
BROAD			463	523	399	472
URN		442	510	369	551	350
INFANTRY		475	483	351	530	
RADISH				456		
COLLECTION		428	419	538	403	
YOURSELF			426	618		
PALM		333	555	515	596	421
INTOXICATION		597	570	378	373	
VICTIM	536	423	521	511	467	
CONGENIAL			352	314		
POLISH		336	494	485	535	
SUPPLY		417	340	534	368	
SOFT			476	590	414	476
HAPPY			511	621	355	568
MANUFACTURER		525	362	480	467	
BUTTER	691	206	603	615	618	466
SHILLING			476	337	522	320
BECAUSE			244	604	196	310
EMANATION		661	270	261	282	
ADDITION		314	347	535	339	405
GIRDLE			559	488	570	400
AMITY		656	205	200	278	
DAMAGE		358	443	558	406	
REIGN		450	382	433	305	389
MISSILE	648		602	504	597	482
CROCODILE			601	456	583	387
ATTACK			501	542	411	476
PREFERENCE		536	281	519	219	
OVERTONE		589	268	381	300	
SIGNIFICANT			261	525		
AGAINST			285	600		
CANTEEN		436	540	490	587	408
SAVE			365	559	314	438
INDUSTRY	600	492	499	559	479	
TYPEWRITER		389	615	524	611	415
ABSCESS		533	491	392	538	
REGRET		428	359	529	260	
GOVERNMENT		453	486	594	426	
TARNISH			456	455	443	383
BUTCHER	672		596	473	556	
INDIGENOUS		658	264	330	275	
PIONEER		497	416	346	467	
TRAITOR			447	467	467	402
SALVE			391	329	434	284
PRISONER	676	361	565	485	548	
MONARCH	692	456	572	428	525	
MISTRESS		517	535	472	530	
BLUSH		378	551	535	465	482
REAR			455	547	402	500
UNCONCERN		503	322	380	252	
DISCOVERY	550	414	401	513	332	
STAIR			551	560	558	428
PYRAMID		397	613	386	615	
PRIVATE			432	570	350	448
NAMESAKE	420	519	348	377	356	
CHAIN		311	559	513	595	461
DENT		361	486	480	517	
DIRGE		606	262	282	403	
PHONE			587	550	624	460
AVALANCHE	672		596	399	554	
COURAGE		419	440	511	277	
ADAM			488	372		
STABLE		292	537	519	562	490
ARTICLE		406	421	533	479	
CHAIR			610	617	606	446
SPEAK			488	600	419	508
POUCH		367	513	373	568	
ACCEPTABLE			288	521		
SLANG		464	411	512	373	436
GYBE			190	136	242	167
PLUNGE		406	548	441	396	
PAVIS			194	104	283	139
PREACHING			441	454		
AWKWARD			419	502	329	476
SCOOTER			569	468	565	374
ASSENT		575	345	325	311	
GENEROUS			348	538	260	467
WAVE			542	518	492	402
NEUTRALITY		597	308	409	267	
MOLASSES		606	451	309	578	
GORE	550	547	429	322	448	
CIRCUIT	638	494	472	442	493	
EMANCIPATION	520	661	364	388	302	444
POST		306	518	586	533	398
INSOLENCE	476	511	407	412	248	
MUSTARD			599	532	595	388
BOULDER	588		614	495	597	551
DETERMINE			295	539		
MUSCLE		397	553	540	573	
LIQUID		343	589	578	555	
VOLT			415	435	489	362
MORTAR		551	449	368	548	344
SPARROW			583	523	629	470
BYRE			231	151	234	172
MATTRESS			601	524	640	450
FRUGAL			367	314	304	333
COWHIDE	639		528	346	587	
PAPER		229	590	635	599	460
THROUGH			320	587	274	390
MANUS			238	113	315	157
